field,date,product,volume_net,volume_gross,unit,avg_lat,avg_lon,fldMainArea,status,hc_type
BRAGE,1994-10-01,Gas,0.01945,0.03339,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-10-01,NGL,0.01637,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-10-01,Oil,0.47278,0.47744,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-11-01,Gas,0.01779,0.03157,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-11-01,NGL,0.01635,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-11-01,Oil,0.45888,0.46516,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-12-01,Gas,0.01784,0.03029,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-12-01,NGL,0.01375,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1994-12-01,Oil,0.47015,0.47783,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-01-01,Gas,0.01602,0.03185,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-01-01,NGL,0.01163,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-01-01,Oil,0.47282,0.48114,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-02-01,Gas,0.01326,0.03023,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-02-01,NGL,0.01305,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-02-01,Oil,0.43706,0.4425,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-03-01,Gas,0.00929,0.03131,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-03-01,NGL,0.00873,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-03-01,Oil,0.47126,0.47689,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-04-01,Gas,0.01842,0.04155,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-04-01,NGL,0.01451,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-04-01,Oil,0.48376,0.48956,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-05-01,Gas,0.02344,0.03793,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-05-01,NGL,0.01668,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-05-01,Oil,0.47509,0.47804,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-06-01,Gas,0.01334,0.03442,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-06-01,NGL,0.01062,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-06-01,Oil,0.3955,0.39838,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-07-01,Gas,0.02426,0.04883,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-07-01,NGL,0.01576,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-07-01,Oil,0.59129,0.59972,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-08-01,Gas,0.02205,0.04929,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-08-01,NGL,0.01254,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-08-01,Oil,0.59381,0.6001,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-09-01,Gas,0.00949,0.04766,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-09-01,NGL,0.00534,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-09-01,Oil,0.57598,0.58323,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-10-01,Gas,0.02623,0.05623,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-10-01,NGL,0.01525,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-10-01,Oil,0.59657,0.60254,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-11-01,Gas,0.02241,0.04954,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-11-01,NGL,0.01251,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-11-01,Oil,0.5708,0.57652,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-12-01,Gas,0.02458,0.05515,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-12-01,NGL,0.01566,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1995-12-01,Oil,0.58798,0.59557,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-01-01,Gas,0.02596,0.05143,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-01-01,NGL,0.01558,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-01-01,Oil,0.58828,0.59472,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-02-01,Gas,0.0227,0.04942,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-02-01,NGL,0.01465,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-02-01,Oil,0.54204,0.54656,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-03-01,Gas,0.03492,0.05635,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-03-01,NGL,0.02105,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-03-01,Oil,0.59728,0.60344,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-04-01,Gas,0.03825,0.05791,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-04-01,NGL,0.02207,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-04-01,Oil,0.57744,0.58314,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-05-01,Gas,0.02419,0.05766,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-05-01,NGL,0.0186,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-05-01,Oil,0.59961,0.60257,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-06-01,Gas,0.02537,0.05331,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-06-01,NGL,0.01485,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-06-01,Oil,0.53379,0.53546,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-07-01,Gas,0.03287,0.05836,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-07-01,NGL,0.01768,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-07-01,Oil,0.53845,0.54086,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-08-01,Gas,0.02759,0.0538,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-08-01,NGL,0.01563,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-08-01,Oil,0.48562,0.48801,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-09-01,Gas,0.0257,0.05882,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-09-01,NGL,0.01829,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-09-01,Oil,0.4894,0.49124,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-10-01,Gas,0.03462,0.05805,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-10-01,NGL,0.01983,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-10-01,Oil,0.52498,0.52842,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-11-01,Gas,0.03151,0.05694,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-11-01,NGL,0.01891,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-11-01,Oil,0.53524,0.53987,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-12-01,Gas,0.01719,0.03549,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-12-01,NGL,0.01152,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1996-12-01,Oil,0.38578,0.38699,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-01-01,Gas,0.02862,0.05704,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-01-01,NGL,0.01787,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-01-01,Oil,0.58669,0.59135,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-02-01,Gas,0.02082,0.04865,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-02-01,NGL,0.01336,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-02-01,Oil,0.52907,0.53293,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-03-01,Gas,0.01602,0.05622,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-03-01,NGL,0.01059,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-03-01,Oil,0.58845,0.5946,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-04-01,Gas,0.02777,0.05766,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-04-01,NGL,0.01839,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-04-01,Oil,0.54366,0.54748,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-05-01,Gas,0.0195,0.05312,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-05-01,NGL,0.01191,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-05-01,Oil,0.51448,0.51694,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-06-01,Gas,0.01839,0.03239,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-06-01,NGL,0.01065,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-06-01,Oil,0.32484,0.32678,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-07-01,Gas,0.02722,0.04568,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-07-01,NGL,0.01623,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-07-01,Oil,0.4648,0.47004,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-08-01,Gas,0.01682,0.04759,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-08-01,NGL,0.01121,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-08-01,Oil,0.48587,0.49211,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-09-01,Gas,0.00799,0.05132,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-09-01,NGL,0.00535,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-09-01,Oil,0.48039,0.48495,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-10-01,Gas,0.01281,0.05521,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-10-01,NGL,0.00856,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-10-01,Oil,0.47918,0.48445,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-11-01,Gas,0.01777,0.05608,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-11-01,NGL,0.01136,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-11-01,Oil,0.46097,0.46034,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-12-01,Gas,0.0167,0.05515,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-12-01,NGL,0.01088,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1997-12-01,Oil,0.41027,0.41155,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-01-01,Gas,0.02796,0.05996,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-01-01,NGL,0.01902,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-01-01,Oil,0.58297,0.58507,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-02-01,Gas,0.0261,0.05285,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-02-01,NGL,0.01924,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-02-01,Oil,0.52667,0.52607,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-03-01,Gas,0.03841,0.0575,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-03-01,NGL,0.02641,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-03-01,Oil,0.52225,0.52607,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-04-01,Gas,0.03423,0.05014,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-04-01,NGL,0.02349,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-04-01,Oil,0.48079,0.48202,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-05-01,Gas,0.02223,0.04478,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-05-01,NGL,0.0214,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-05-01,Oil,0.48461,0.48759,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-06-01,Gas,0.02327,0.04412,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-06-01,NGL,0.01713,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-06-01,Oil,0.49133,0.49531,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-07-01,Gas,0.02791,0.04191,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-07-01,NGL,0.01848,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-07-01,Oil,0.48868,0.48916,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-08-01,Gas,0.01011,0.0409,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-08-01,NGL,0.00351,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-08-01,Oil,0.45559,0.45923,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-09-01,Gas,0.02111,0.03934,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-09-01,NGL,0.01268,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-09-01,Oil,0.39985,0.40426,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-10-01,Gas,0.02033,0.04053,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-10-01,NGL,0.01422,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-10-01,Oil,0.416,0.41828,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-11-01,Gas,0.01285,0.03207,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-11-01,NGL,0.00942,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-11-01,Oil,0.35641,0.35974,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-12-01,Gas,0.01652,0.03315,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-12-01,NGL,0.00997,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1998-12-01,Oil,0.33622,0.34235,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-01-01,Gas,0.01868,0.03275,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-01-01,NGL,0.01167,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-01-01,Oil,0.33793,0.33968,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-02-01,Gas,0.01437,0.02665,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-02-01,NGL,0.01093,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-02-01,Oil,0.31716,0.31977,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-03-01,Gas,0.0165,0.02903,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-03-01,NGL,0.01145,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-03-01,Oil,0.32376,0.32509,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-04-01,Gas,0.01509,0.03175,bill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
BRAGE,1999-04-01,NGL,0.0107,0.0,mill_sm3,60.54394627941177,3.048910735294118,North sea,Producing,OIL
