field,date,product,volume_net,volume_gross,unit,avg_lat,avg_lon,fldMainArea,status,hc_type
IVAR AASEN,2020-08-01,Oil,0.1952,0.19021,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-09-01,Gas,0.02664,0.04126,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-09-01,NGL,0.01217,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-09-01,Oil,0.18816,0.18745,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-10-01,Gas,0.04357,0.05374,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-10-01,NGL,0.01477,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-10-01,Oil,0.23907,0.23304,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-11-01,Gas,0.03957,0.04236,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-11-01,NGL,0.01073,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-11-01,Oil,0.19498,0.19484,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-12-01,Gas,0.03603,0.04412,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-12-01,NGL,0.01259,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2020-12-01,Oil,0.19482,0.19247,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-01-01,Gas,0.04087,0.05339,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-01-01,NGL,0.01432,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-01-01,Oil,0.22219,0.21732,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-02-01,Gas,0.03667,0.04192,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-02-01,NGL,0.01199,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-02-01,Oil,0.18096,0.18558,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-03-01,Gas,0.04831,0.06493,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-03-01,NGL,0.01628,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-03-01,Oil,0.25435,0.24879,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-04-01,Gas,0.03472,0.04863,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-04-01,NGL,0.00765,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-04-01,Oil,0.21043,0.20679,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-05-01,Gas,0.02053,0.03762,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-05-01,NGL,0.00583,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-05-01,Oil,0.18138,0.17806,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-06-01,Gas,0.0217,0.03641,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-06-01,NGL,0.00839,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-06-01,Oil,0.17789,0.17111,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-07-01,Gas,0.02876,0.04459,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-07-01,NGL,0.00492,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-07-01,Oil,0.1989,0.19646,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-08-01,Gas,0.03393,0.04157,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-08-01,NGL,0.01212,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-08-01,Oil,0.18514,0.18122,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-09-01,Gas,0.02661,0.03363,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-09-01,NGL,0.01008,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-09-01,Oil,0.13103,0.12882,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-10-01,Gas,0.03161,0.03663,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-10-01,NGL,0.01448,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-10-01,Oil,0.13319,0.13046,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-11-01,Gas,0.0394,0.04435,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-11-01,NGL,0.01602,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-11-01,Oil,0.15898,0.15309,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-12-01,Gas,0.04711,0.05304,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-12-01,NGL,0.01857,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2021-12-01,Oil,0.18237,0.17735,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-01-01,Gas,0.04459,0.04888,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-01-01,NGL,0.01506,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-01-01,Oil,0.17729,0.16696,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-02-01,Gas,0.02652,0.03912,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-02-01,NGL,0.01012,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-02-01,Oil,0.14717,0.13989,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-03-01,Gas,0.02228,0.03242,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-03-01,NGL,0.01098,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-03-01,Oil,0.11615,0.11244,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-04-01,Gas,0.0053,0.00423,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-04-01,NGL,0.00256,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-04-01,Oil,0.01788,0.01676,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-05-01,Gas,0.0042,0.01375,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-05-01,NGL,0.00139,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-05-01,Oil,0.0623,0.05993,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-06-01,Gas,0.0312,0.03879,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-06-01,NGL,0.01223,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-06-01,Oil,0.16013,0.15153,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-07-01,Gas,0.02835,0.04189,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-07-01,NGL,0.01317,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-07-01,Oil,0.16898,0.15712,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-08-01,Gas,0.02665,0.03345,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-08-01,NGL,0.01216,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-08-01,Oil,0.14278,0.1345,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-09-01,Gas,0.0231,0.03374,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-09-01,NGL,0.00959,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-09-01,Oil,0.14466,0.13374,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-10-01,Gas,0.02534,0.0358,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-10-01,NGL,0.01195,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-10-01,Oil,0.14729,0.13566,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-11-01,Gas,0.02546,0.03396,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-11-01,NGL,0.01152,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-11-01,Oil,0.13484,0.12535,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-12-01,Gas,0.02871,0.03659,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-12-01,NGL,0.01184,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2022-12-01,Oil,0.15494,0.14349,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-01-01,Gas,0.03124,0.04401,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-01-01,NGL,0.01362,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-01-01,Oil,0.14999,0.14471,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-02-01,Gas,0.02579,0.02726,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-02-01,NGL,0.01008,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-02-01,Oil,0.09631,0.08663,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-03-01,Gas,0.03009,0.03338,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-03-01,NGL,0.01276,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-03-01,Oil,0.13061,0.12429,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-04-01,Gas,0.0276,0.03646,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-04-01,NGL,0.01008,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-04-01,Oil,0.14141,0.13703,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-05-01,Gas,0.03433,0.03557,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-05-01,NGL,0.01252,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-05-01,Oil,0.13508,0.1314,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-06-01,Gas,0.02949,0.03432,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-06-01,NGL,0.01214,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-06-01,Oil,0.12636,0.12399,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-07-01,Gas,0.02616,0.03068,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-07-01,NGL,0.01151,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-07-01,Oil,0.1219,0.11895,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-08-01,Gas,0.02615,0.033,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-08-01,NGL,0.01026,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-08-01,Oil,0.12535,0.12117,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-09-01,Gas,0.02418,0.02864,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-09-01,NGL,0.00957,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-09-01,Oil,0.11135,0.10879,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-10-01,Gas,0.02612,0.03164,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-10-01,NGL,0.01026,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-10-01,Oil,0.12775,0.12167,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-11-01,Gas,0.02785,0.03224,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-11-01,NGL,0.01065,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-11-01,Oil,0.12626,0.11837,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-12-01,Gas,0.02663,0.03222,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-12-01,NGL,0.01224,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2023-12-01,Oil,0.12026,0.11544,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-01-01,Gas,0.0276,0.03103,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-01-01,NGL,0.01172,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-01-01,Oil,0.11928,0.11189,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-02-01,Gas,0.02392,0.02845,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-02-01,NGL,0.00955,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-02-01,Oil,0.10646,0.10013,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-03-01,Gas,0.02431,0.02954,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-03-01,NGL,0.01011,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-03-01,Oil,0.10413,0.10131,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-04-01,Gas,0.02178,0.02829,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-04-01,NGL,0.00943,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-04-01,Oil,0.08786,0.08646,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-05-01,Gas,0.03023,0.0257,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-05-01,NGL,0.01195,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-05-01,Oil,0.08254,0.08497,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-06-01,Gas,0.0317,0.0198,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-06-01,NGL,0.01223,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-06-01,Oil,0.05711,0.07499,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-07-01,Gas,0.04398,0.02365,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-07-01,NGL,0.01175,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-07-01,Oil,0.07291,0.08307,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-08-01,Gas,0.04092,0.02089,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-08-01,NGL,0.01411,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-08-01,Oil,0.10064,0.07738,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-09-01,Gas,0.00223,0.01134,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-09-01,NGL,0.00139,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-09-01,Oil,0.06075,0.05814,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-10-01,Gas,0.01595,0.02738,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-10-01,NGL,0.00888,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-10-01,Oil,0.10006,0.07582,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-11-01,Gas,0.02249,0.02415,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-11-01,NGL,0.01152,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-11-01,Oil,0.07398,0.07911,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-12-01,Gas,0.02588,0.02316,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-12-01,NGL,0.01005,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2024-12-01,Oil,0.0952,0.08621,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-01-01,Gas,0.0064,0.02318,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-01-01,NGL,0.00707,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-01-01,Oil,0.08573,0.08486,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-02-01,Gas,0.00308,0.01985,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-02-01,NGL,0.00508,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-02-01,Oil,0.07313,0.07192,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-03-01,Gas,0.00202,0.02271,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-03-01,NGL,0.00239,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-03-01,Oil,0.08686,0.08365,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-04-01,Gas,0.0,0.0219,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-04-01,NGL,0.00056,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-04-01,Oil,0.07958,0.07596,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-05-01,Gas,0.01108,0.02247,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-05-01,NGL,0.00302,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-05-01,Oil,0.08335,0.08147,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-06-01,Gas,0.01749,0.0,bill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-06-01,NGL,0.00548,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
IVAR AASEN,2025-06-01,Oil,0.07544,0.0,mill_sm3,58.92144538888888,2.200240462962963,North sea,Producing,OIL
JETTE,2013-05-01,Gas,0.00116,0.00212,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-05-01,Oil,0.02267,0.02267,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-06-01,Gas,0.00251,0.0043,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-06-01,Oil,0.04882,0.04882,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-07-01,Gas,0.00117,0.00332,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-07-01,Oil,0.04096,0.04096,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-08-01,Gas,0.00038,0.00231,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-08-01,Oil,0.03052,0.03052,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-09-01,Gas,0.0,0.00157,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-09-01,Oil,0.02168,0.02168,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-10-01,Gas,0.0,0.00155,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-10-01,Oil,0.0199,0.0199,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-11-01,Gas,0.0,0.00133,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-11-01,Oil,0.01781,0.01781,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-12-01,Gas,0.0,0.00136,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2013-12-01,Oil,0.01691,0.01691,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-01-01,Gas,0.0,0.0013,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-01-01,Oil,0.01483,0.01483,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-02-01,Gas,0.0,0.00112,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-02-01,Oil,0.01115,0.01115,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-03-01,Gas,0.0,0.0009,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-03-01,Oil,0.00982,0.00982,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-04-01,Gas,1e-05,0.00096,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-04-01,Oil,0.00979,0.00979,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-05-01,Gas,5e-05,0.0011,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-05-01,Oil,0.01071,0.01071,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-06-01,Gas,1e-05,0.00093,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-06-01,Oil,0.01013,0.01013,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-07-01,Gas,1e-05,0.00092,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-07-01,Oil,0.00923,0.00923,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-08-01,Gas,3e-05,0.00065,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-08-01,Oil,0.00556,0.00556,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-09-01,Gas,0.0,0.00071,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-09-01,Oil,0.00674,0.00674,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-10-01,Gas,0.0,0.00076,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-10-01,Oil,0.00657,0.00657,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-11-01,Gas,0.0,0.00062,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-11-01,Oil,0.00558,0.00558,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-12-01,Gas,2e-05,0.00041,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2014-12-01,Oil,0.00337,0.00337,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2015-01-01,Gas,2e-05,0.00084,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2015-01-01,Oil,0.00767,0.00767,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2015-02-01,Gas,2e-05,0.00069,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2015-02-01,Oil,0.00518,0.00518,mill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
JETTE,2015-03-01,Gas,0.00011,0.0006,bill_sm3,59.3991006,2.3553992,North sea,Shut down,OIL
