field,date,product,volume,unit
BLANE,2024-05-01,Oil,0.00121,mill_sm3
BLANE,2024-06-01,Oil,0.00093,mill_sm3
BLANE,2024-07-01,Oil,0.00121,mill_sm3
BLANE,2024-08-01,Oil,0.00118,mill_sm3
BLANE,2024-09-01,Oil,0.0013,mill_sm3
BLANE,2024-10-01,Oil,0.00122,mill_sm3
BLANE,2024-11-01,Oil,0.00118,mill_sm3
BLANE,2024-12-01,Oil,0.0012,mill_sm3
BLANE,2025-01-01,Oil,0.00111,mill_sm3
BLANE,2025-02-01,Oil,0.00056,mill_sm3
BLANE,2025-03-01,Oil,0.00094,mill_sm3
BLANE,2025-04-01,Oil,0.00121,mill_sm3
BLANE,2025-05-01,Oil,0.00063,mill_sm3
BRAGE,1993-09-01,Oil,0.03081,mill_sm3
BRAGE,1993-10-01,Oil,0.23181,mill_sm3
BRAGE,1993-11-01,Oil,0.37429,mill_sm3
BRAGE,1993-12-01,Oil,0.42084,mill_sm3
BRAGE,1994-01-01,Oil,0.41455,mill_sm3
BRAGE,1994-02-01,Oil,0.3884,mill_sm3
BRAGE,1994-03-01,Oil,0.42379,mill_sm3
BRAGE,1994-04-01,Oil,0.40921,mill_sm3
BRAGE,1994-05-01,Oil,0.46748,mill_sm3
BRAGE,1994-06-01,Oil,0.4645,mill_sm3
BRAGE,1994-07-01,Oil,0.48209,mill_sm3
BRAGE,1994-08-01,Oil,0.47968,mill_sm3
BRAGE,1994-09-01,Oil,0.46731,mill_sm3
BRAGE,1994-10-01,Oil,0.47744,mill_sm3
BRAGE,1994-11-01,Oil,0.46516,mill_sm3
BRAGE,1994-12-01,Oil,0.47783,mill_sm3
BRAGE,1995-01-01,Oil,0.48114,mill_sm3
BRAGE,1995-02-01,Oil,0.4425,mill_sm3
BRAGE,1995-03-01,Oil,0.47689,mill_sm3
BRAGE,1995-04-01,Oil,0.48956,mill_sm3
BRAGE,1995-05-01,Oil,0.47804,mill_sm3
BRAGE,1995-06-01,Oil,0.39838,mill_sm3
BRAGE,1995-07-01,Oil,0.59972,mill_sm3
BRAGE,1995-08-01,Oil,0.6001,mill_sm3
BRAGE,1995-09-01,Oil,0.58323,mill_sm3
BRAGE,1995-10-01,Oil,0.60254,mill_sm3
BRAGE,1995-11-01,Oil,0.57652,mill_sm3
BRAGE,1995-12-01,Oil,0.59557,mill_sm3
BRAGE,1996-01-01,Oil,0.59472,mill_sm3
BRAGE,1996-02-01,Oil,0.54656,mill_sm3
BRAGE,1996-03-01,Oil,0.60344,mill_sm3
BRAGE,1996-04-01,Oil,0.58314,mill_sm3
BRAGE,1996-05-01,Oil,0.60257,mill_sm3
BRAGE,1996-06-01,Oil,0.53546,mill_sm3
BRAGE,1996-07-01,Oil,0.54086,mill_sm3
BRAGE,1996-08-01,Oil,0.48801,mill_sm3
BRAGE,1996-09-01,Oil,0.49124,mill_sm3
BRAGE,1996-10-01,Oil,0.52842,mill_sm3
BRAGE,1996-11-01,Oil,0.53987,mill_sm3
BRAGE,1996-12-01,Oil,0.38699,mill_sm3
BRAGE,1997-01-01,Oil,0.59135,mill_sm3
BRAGE,1997-02-01,Oil,0.53293,mill_sm3
BRAGE,1997-03-01,Oil,0.5946,mill_sm3
BRAGE,1997-04-01,Oil,0.54748,mill_sm3
BRAGE,1997-05-01,Oil,0.51694,mill_sm3
BRAGE,1997-06-01,Oil,0.32678,mill_sm3
BRAGE,1997-07-01,Oil,0.47004,mill_sm3
BRAGE,1997-08-01,Oil,0.49211,mill_sm3
BRAGE,1997-09-01,Oil,0.48495,mill_sm3
BRAGE,1997-10-01,Oil,0.48445,mill_sm3
BRAGE,1997-11-01,Oil,0.46034,mill_sm3
BRAGE,1997-12-01,Oil,0.41155,mill_sm3
BRAGE,1998-01-01,Oil,0.58507,mill_sm3
BRAGE,1998-02-01,Oil,0.52607,mill_sm3
BRAGE,1998-03-01,Oil,0.52607,mill_sm3
BRAGE,1998-04-01,Oil,0.48202,mill_sm3
BRAGE,1998-05-01,Oil,0.48759,mill_sm3
BRAGE,1998-06-01,Oil,0.49531,mill_sm3
BRAGE,1998-07-01,Oil,0.48916,mill_sm3
BRAGE,1998-08-01,Oil,0.45923,mill_sm3
BRAGE,1998-09-01,Oil,0.40426,mill_sm3
BRAGE,1998-10-01,Oil,0.41828,mill_sm3
BRAGE,1998-11-01,Oil,0.35974,mill_sm3
BRAGE,1998-12-01,Oil,0.34235,mill_sm3
BRAGE,1999-01-01,Oil,0.33968,mill_sm3
BRAGE,1999-02-01,Oil,0.31977,mill_sm3
BRAGE,1999-03-01,Oil,0.32509,mill_sm3
BRAGE,1999-04-01,Oil,0.39088,mill_sm3
BRAGE,1999-05-01,Oil,0.37191,mill_sm3
BRAGE,1999-06-01,Oil,0.22167,mill_sm3
BRAGE,1999-07-01,Oil,0.3622,mill_sm3
BRAGE,1999-08-01,Oil,0.3348,mill_sm3
BRAGE,1999-09-01,Oil,0.2996,mill_sm3
BRAGE,1999-10-01,Oil,0.29006,mill_sm3
BRAGE,1999-11-01,Oil,0.25899,mill_sm3
BRAGE,1999-12-01,Oil,0.31123,mill_sm3
BRAGE,2000-01-01,Oil,0.23502,mill_sm3
BRAGE,2000-02-01,Oil,0.23877,mill_sm3
BRAGE,2000-03-01,Oil,0.21869,mill_sm3
BRAGE,2000-04-01,Oil,0.21336,mill_sm3
BRAGE,2000-05-01,Oil,0.24371,mill_sm3
BRAGE,2000-06-01,Oil,0.23032,mill_sm3
BRAGE,2000-07-01,Oil,0.23007,mill_sm3
BRAGE,2000-08-01,Oil,0.22964,mill_sm3
BRAGE,2000-09-01,Oil,0.20013,mill_sm3
BRAGE,2000-10-01,Oil,0.19472,mill_sm3
BRAGE,2000-11-01,Oil,0.20905,mill_sm3
BRAGE,2000-12-01,Oil,0.20341,mill_sm3
BRAGE,2001-01-01,Oil,0.23332,mill_sm3
BRAGE,2001-02-01,Oil,0.19653,mill_sm3
BRAGE,2001-03-01,Oil,0.20295,mill_sm3
BRAGE,2001-04-01,Oil,0.20728,mill_sm3
BRAGE,2001-05-01,Oil,0.21654,mill_sm3
BRAGE,2001-06-01,Oil,0.11096,mill_sm3
BRAGE,2001-07-01,Oil,0.18301,mill_sm3
BRAGE,2001-08-01,Oil,0.1967,mill_sm3
BRAGE,2001-09-01,Oil,0.18814,mill_sm3
BRAGE,2001-10-01,Oil,0.18549,mill_sm3
BRAGE,2001-11-01,Oil,0.16738,mill_sm3
BRAGE,2001-12-01,Oil,0.15284,mill_sm3
BRAGE,2002-01-01,Oil,0.20185,mill_sm3
BRAGE,2002-02-01,Oil,0.19053,mill_sm3
BRAGE,2002-03-01,Oil,0.07215,mill_sm3
BRAGE,2002-04-01,Oil,0.20851,mill_sm3
BRAGE,2002-05-01,Oil,0.22805,mill_sm3
BRAGE,2002-06-01,Oil,0.18881,mill_sm3
BRAGE,2002-07-01,Oil,0.158,mill_sm3
BRAGE,2002-08-01,Oil,0.19188,mill_sm3
BRAGE,2002-09-01,Oil,0.18334,mill_sm3
BRAGE,2002-10-01,Oil,0.17936,mill_sm3
BRAGE,2002-11-01,Oil,0.17547,mill_sm3
BRAGE,2002-12-01,Oil,0.18101,mill_sm3
BRAGE,2003-01-01,Oil,0.16281,mill_sm3
BRAGE,2003-02-01,Oil,0.15608,mill_sm3
BRAGE,2003-03-01,Oil,0.16562,mill_sm3
BRAGE,2003-04-01,Oil,0.17564,mill_sm3
BRAGE,2003-05-01,Oil,0.13667,mill_sm3
BRAGE,2003-06-01,Oil,0.1441,mill_sm3
BRAGE,2003-07-01,Oil,0.17454,mill_sm3
BRAGE,2003-08-01,Oil,0.16819,mill_sm3
BRAGE,2003-09-01,Oil,0.1599,mill_sm3
BRAGE,2003-10-01,Oil,0.1524,mill_sm3
BRAGE,2003-11-01,Oil,0.15182,mill_sm3
BRAGE,2003-12-01,Oil,0.15611,mill_sm3
BRAGE,2004-01-01,Oil,0.14941,mill_sm3
BRAGE,2004-02-01,Oil,0.15086,mill_sm3
BRAGE,2004-03-01,Oil,0.09699,mill_sm3
BRAGE,2004-04-01,Oil,0.14972,mill_sm3
BRAGE,2004-05-01,Oil,0.14936,mill_sm3
BRAGE,2004-06-01,Oil,0.14532,mill_sm3
BRAGE,2004-07-01,Oil,0.12908,mill_sm3
BRAGE,2004-08-01,Oil,0.12456,mill_sm3
BRAGE,2004-09-01,Oil,0.12086,mill_sm3
BRAGE,2004-10-01,Oil,0.12935,mill_sm3
BRAGE,2004-11-01,Oil,0.12068,mill_sm3
BRAGE,2004-12-01,Oil,0.13401,mill_sm3
BRAGE,2005-01-01,Oil,0.13092,mill_sm3
BRAGE,2005-02-01,Oil,0.10506,mill_sm3
BRAGE,2005-03-01,Oil,0.12543,mill_sm3
BRAGE,2005-04-01,Oil,0.11538,mill_sm3
BRAGE,2005-05-01,Oil,0.15008,mill_sm3
BRAGE,2005-06-01,Oil,0.04802,mill_sm3
BRAGE,2005-07-01,Oil,0.15327,mill_sm3
BRAGE,2005-08-01,Oil,0.14642,mill_sm3
BRAGE,2005-09-01,Oil,0.12594,mill_sm3
BRAGE,2005-10-01,Oil,0.13494,mill_sm3
BRAGE,2005-11-01,Oil,0.12128,mill_sm3
BRAGE,2005-12-01,Oil,0.12124,mill_sm3
BRAGE,2006-01-01,Oil,0.11075,mill_sm3
BRAGE,2006-02-01,Oil,0.10062,mill_sm3
BRAGE,2006-03-01,Oil,0.10909,mill_sm3
BRAGE,2006-04-01,Oil,0.10148,mill_sm3
BRAGE,2006-05-01,Oil,0.08885,mill_sm3
BRAGE,2006-06-01,Oil,0.0807,mill_sm3
BRAGE,2006-07-01,Oil,0.09431,mill_sm3
BRAGE,2006-08-01,Oil,0.05818,mill_sm3
BRAGE,2006-09-01,Oil,0.0911,mill_sm3
BRAGE,2006-10-01,Oil,0.09185,mill_sm3
BRAGE,2006-11-01,Oil,0.0842,mill_sm3
BRAGE,2006-12-01,Oil,0.09354,mill_sm3
BRAGE,2007-01-01,Oil,0.08093,mill_sm3
BRAGE,2007-02-01,Oil,0.07992,mill_sm3
BRAGE,2007-03-01,Oil,0.08905,mill_sm3
BRAGE,2007-04-01,Oil,0.12579,mill_sm3
BRAGE,2007-05-01,Oil,0.11297,mill_sm3
BRAGE,2007-06-01,Oil,0.07642,mill_sm3
BRAGE,2007-07-01,Oil,0.11204,mill_sm3
BRAGE,2007-08-01,Oil,0.10548,mill_sm3
BRAGE,2007-09-01,Oil,0.11222,mill_sm3
BRAGE,2007-10-01,Oil,0.10782,mill_sm3
BRAGE,2007-11-01,Oil,0.0977,mill_sm3
BRAGE,2007-12-01,Oil,0.0789,mill_sm3
BRAGE,2008-01-01,Oil,0.08912,mill_sm3
BRAGE,2008-02-01,Oil,0.09696,mill_sm3
BRAGE,2008-03-01,Oil,0.12071,mill_sm3
BRAGE,2008-04-01,Oil,0.13175,mill_sm3
BRAGE,2008-05-01,Oil,0.13837,mill_sm3
BRAGE,2008-06-01,Oil,0.10391,mill_sm3
BRAGE,2008-07-01,Oil,0.13754,mill_sm3
BRAGE,2008-08-01,Oil,0.14647,mill_sm3
BRAGE,2008-09-01,Oil,0.14127,mill_sm3
BRAGE,2008-10-01,Oil,0.15064,mill_sm3
BRAGE,2008-11-01,Oil,0.13654,mill_sm3
BRAGE,2008-12-01,Oil,0.20786,mill_sm3
BRAGE,2009-01-01,Oil,0.15895,mill_sm3
BRAGE,2009-02-01,Oil,0.16079,mill_sm3
BRAGE,2009-03-01,Oil,0.16084,mill_sm3
BRAGE,2009-04-01,Oil,0.14375,mill_sm3
BRAGE,2009-05-01,Oil,0.14656,mill_sm3
BRAGE,2009-06-01,Oil,0.06812,mill_sm3
BRAGE,2009-07-01,Oil,0.13249,mill_sm3
BRAGE,2009-08-01,Oil,0.13835,mill_sm3
BRAGE,2009-09-01,Oil,0.15489,mill_sm3
BRAGE,2009-10-01,Oil,0.16558,mill_sm3
BRAGE,2009-11-01,Oil,0.15325,mill_sm3
BRAGE,2009-12-01,Oil,0.10219,mill_sm3
BRAGE,2010-01-01,Oil,0.15569,mill_sm3
BRAGE,2010-02-01,Oil,0.14662,mill_sm3
BRAGE,2010-03-01,Oil,0.15708,mill_sm3
BRAGE,2010-04-01,Oil,0.14205,mill_sm3
BRAGE,2010-05-01,Oil,0.17067,mill_sm3
BRAGE,2010-06-01,Oil,0.15819,mill_sm3
BRAGE,2010-07-01,Oil,0.12811,mill_sm3
BRAGE,2010-08-01,Oil,0.10309,mill_sm3
BRAGE,2010-09-01,Oil,0.0656,mill_sm3
BRAGE,2010-10-01,Oil,0.09108,mill_sm3
BRAGE,2010-11-01,Oil,0.11883,mill_sm3
BRAGE,2010-12-01,Oil,0.11257,mill_sm3
BRAGE,2011-01-01,Oil,0.10693,mill_sm3
BRAGE,2011-02-01,Oil,0.1009,mill_sm3
BRAGE,2011-03-01,Oil,0.07409,mill_sm3
BRAGE,2011-04-01,Oil,0.11438,mill_sm3
BRAGE,2011-05-01,Oil,0.06239,mill_sm3
BRAGE,2011-06-01,Oil,0.10311,mill_sm3
BRAGE,2011-07-01,Oil,0.11479,mill_sm3
BRAGE,2011-08-01,Oil,0.09703,mill_sm3
BRAGE,2011-09-01,Oil,0.09202,mill_sm3
BRAGE,2011-10-01,Oil,0.09277,mill_sm3
BRAGE,2011-11-01,Oil,0.09009,mill_sm3
BRAGE,2011-12-01,Oil,0.07711,mill_sm3
BRAGE,2012-01-01,Oil,0.09717,mill_sm3
BRAGE,2012-02-01,Oil,0.09253,mill_sm3
BRAGE,2012-03-01,Oil,0.09704,mill_sm3
BRAGE,2012-04-01,Oil,0.07365,mill_sm3
BRAGE,2012-05-01,Oil,0.07185,mill_sm3
BRAGE,2012-06-01,Oil,0.0109,mill_sm3
BRAGE,2012-07-01,Oil,0.04893,mill_sm3
BRAGE,2012-08-01,Oil,0.07081,mill_sm3
BRAGE,2012-09-01,Oil,0.06523,mill_sm3
BRAGE,2012-10-01,Oil,0.06613,mill_sm3
BRAGE,2012-11-01,Oil,0.05227,mill_sm3
BRAGE,2012-12-01,Oil,0.03509,mill_sm3
BRAGE,2013-01-01,Oil,0.05907,mill_sm3
BRAGE,2013-02-01,Oil,0.05427,mill_sm3
BRAGE,2013-03-01,Oil,0.04909,mill_sm3
BRAGE,2013-04-01,Oil,0.05712,mill_sm3
BRAGE,2013-05-01,Oil,0.05334,mill_sm3
BRAGE,2013-06-01,Oil,0.04422,mill_sm3
BRAGE,2013-07-01,Oil,0.05322,mill_sm3
BRAGE,2013-08-01,Oil,0.05404,mill_sm3
BRAGE,2013-09-01,Oil,0.02618,mill_sm3
BRAGE,2013-10-01,Oil,0.05134,mill_sm3
BRAGE,2013-11-01,Oil,0.04573,mill_sm3
BRAGE,2013-12-01,Oil,0.04404,mill_sm3
BRAGE,2014-01-01,Oil,0.05477,mill_sm3
BRAGE,2014-02-01,Oil,0.04177,mill_sm3
BRAGE,2014-03-01,Oil,0.04881,mill_sm3
BRAGE,2014-04-01,Oil,0.03962,mill_sm3
BRAGE,2014-05-01,Oil,0.00799,mill_sm3
BRAGE,2014-06-01,Oil,0.03949,mill_sm3
BRAGE,2014-07-01,Oil,0.04787,mill_sm3
BRAGE,2014-08-01,Oil,0.04768,mill_sm3
BRAGE,2014-09-01,Oil,0.05047,mill_sm3
BRAGE,2014-10-01,Oil,0.04805,mill_sm3
BRAGE,2014-11-01,Oil,0.04704,mill_sm3
BRAGE,2014-12-01,Oil,0.04594,mill_sm3
BRAGE,2015-01-01,Oil,0.05248,mill_sm3
BRAGE,2015-02-01,Oil,0.0449,mill_sm3
BRAGE,2015-03-01,Oil,0.04536,mill_sm3
BRAGE,2015-04-01,Oil,0.04092,mill_sm3
BRAGE,2015-05-01,Oil,0.04219,mill_sm3
BRAGE,2015-06-01,Oil,0.05615,mill_sm3
BRAGE,2015-07-01,Oil,0.07699,mill_sm3
BRAGE,2015-08-01,Oil,0.07098,mill_sm3
BRAGE,2015-09-01,Oil,0.06564,mill_sm3
BRAGE,2015-10-01,Oil,0.05865,mill_sm3
BRAGE,2015-11-01,Oil,0.05107,mill_sm3
BRAGE,2015-12-01,Oil,0.04979,mill_sm3
BRAGE,2016-01-01,Oil,0.06971,mill_sm3
BRAGE,2016-02-01,Oil,0.06686,mill_sm3
BRAGE,2016-03-01,Oil,0.07453,mill_sm3
BRAGE,2016-04-01,Oil,0.0668,mill_sm3
BRAGE,2016-05-01,Oil,0.06586,mill_sm3
BRAGE,2016-06-01,Oil,0.06591,mill_sm3
BRAGE,2016-07-01,Oil,0.06276,mill_sm3
BRAGE,2016-08-01,Oil,0.05821,mill_sm3
BRAGE,2016-09-01,Oil,0.03758,mill_sm3
BRAGE,2016-10-01,Oil,0.04922,mill_sm3
BRAGE,2016-11-01,Oil,0.04746,mill_sm3
BRAGE,2016-12-01,Oil,0.04949,mill_sm3
BRAGE,2017-01-01,Oil,0.04639,mill_sm3
BRAGE,2017-02-01,Oil,0.04155,mill_sm3
BRAGE,2017-03-01,Oil,0.0416,mill_sm3
BRAGE,2017-04-01,Oil,0.03735,mill_sm3
BRAGE,2017-05-01,Oil,0.04554,mill_sm3
BRAGE,2017-06-01,Oil,0.04009,mill_sm3
BRAGE,2017-07-01,Oil,0.0402,mill_sm3
BRAGE,2017-08-01,Oil,0.03923,mill_sm3
BRAGE,2017-09-01,Oil,0.04325,mill_sm3
BRAGE,2017-10-01,Oil,0.04718,mill_sm3
BRAGE,2017-11-01,Oil,0.04247,mill_sm3
BRAGE,2017-12-01,Oil,0.04504,mill_sm3
BRAGE,2018-01-01,Oil,0.04222,mill_sm3
BRAGE,2018-02-01,Oil,0.03763,mill_sm3
BRAGE,2018-03-01,Oil,0.04452,mill_sm3
BRAGE,2018-04-01,Oil,0.05316,mill_sm3
BRAGE,2018-05-01,Oil,0.01152,mill_sm3
BRAGE,2018-06-01,Oil,0.04285,mill_sm3
BRAGE,2018-07-01,Oil,0.04129,mill_sm3
BRAGE,2018-08-01,Oil,0.04169,mill_sm3
BRAGE,2018-09-01,Oil,0.03763,mill_sm3
BRAGE,2018-10-01,Oil,0.04053,mill_sm3
BRAGE,2018-11-01,Oil,0.04169,mill_sm3
BRAGE,2018-12-01,Oil,0.04113,mill_sm3
BRAGE,2019-01-01,Oil,0.03897,mill_sm3
BRAGE,2019-02-01,Oil,0.03668,mill_sm3
BRAGE,2019-03-01,Oil,0.03842,mill_sm3
BRAGE,2019-04-01,Oil,0.03969,mill_sm3
BRAGE,2019-05-01,Oil,0.03836,mill_sm3
BRAGE,2019-06-01,Oil,0.05346,mill_sm3
BRAGE,2019-07-01,Oil,0.04982,mill_sm3
BRAGE,2019-08-01,Oil,0.04782,mill_sm3
BRAGE,2019-09-01,Oil,0.04533,mill_sm3
BRAGE,2019-10-01,Oil,0.04074,mill_sm3
BRAGE,2019-11-01,Oil,0.04492,mill_sm3
BRAGE,2019-12-01,Oil,0.04312,mill_sm3
BRAGE,2020-01-01,Oil,0.04313,mill_sm3
BRAGE,2020-02-01,Oil,0.04116,mill_sm3
BRAGE,2020-03-01,Oil,0.04213,mill_sm3
BRAGE,2020-04-01,Oil,0.03877,mill_sm3
BRAGE,2020-05-01,Oil,0.03191,mill_sm3
BRAGE,2020-06-01,Oil,0.03601,mill_sm3
BRAGE,2020-07-01,Oil,0.03645,mill_sm3
BRAGE,2020-08-01,Oil,0.03848,mill_sm3
BRAGE,2020-09-01,Oil,0.03245,mill_sm3
BRAGE,2020-10-01,Oil,0.03613,mill_sm3
BRAGE,2020-11-01,Oil,0.0393,mill_sm3
BRAGE,2020-12-01,Oil,0.0376,mill_sm3
BRAGE,2021-01-01,Oil,0.03583,mill_sm3
BRAGE,2021-02-01,Oil,0.02764,mill_sm3
BRAGE,2021-03-01,Oil,0.03683,mill_sm3
BRAGE,2021-04-01,Oil,0.02885,mill_sm3
BRAGE,2021-05-01,Oil,0.03633,mill_sm3
BRAGE,2021-06-01,Oil,0.03418,mill_sm3
BRAGE,2021-07-01,Oil,0.03549,mill_sm3
BRAGE,2021-08-01,Oil,0.03279,mill_sm3
BRAGE,2021-09-01,Oil,0.01437,mill_sm3
BRAGE,2021-10-01,Oil,0.02278,mill_sm3
BRAGE,2021-11-01,Oil,0.03877,mill_sm3
BRAGE,2021-12-01,Oil,0.03703,mill_sm3
BRAGE,2022-01-01,Oil,0.03202,mill_sm3
BRAGE,2022-02-01,Oil,0.02981,mill_sm3
BRAGE,2022-03-01,Oil,0.04144,mill_sm3
BRAGE,2022-04-01,Oil,0.03418,mill_sm3
BRAGE,2022-05-01,Oil,0.03408,mill_sm3
BRAGE,2022-06-01,Oil,0.03612,mill_sm3
BRAGE,2022-07-01,Oil,0.03555,mill_sm3
BRAGE,2022-08-01,Oil,0.03238,mill_sm3
BRAGE,2022-09-01,Oil,0.00206,mill_sm3
BRAGE,2022-10-01,Oil,0.01855,mill_sm3
BRAGE,2022-11-01,Oil,0.02767,mill_sm3
BRAGE,2022-12-01,Oil,0.03009,mill_sm3
BRAGE,2023-01-01,Oil,0.0277,mill_sm3
BRAGE,2023-02-01,Oil,0.024,mill_sm3
BRAGE,2023-03-01,Oil,0.02911,mill_sm3
BRAGE,2023-04-01,Oil,0.02056,mill_sm3
BRAGE,2023-05-01,Oil,0.0435,mill_sm3
BRAGE,2023-06-01,Oil,0.04328,mill_sm3
BRAGE,2023-07-01,Oil,0.04987,mill_sm3
BRAGE,2023-08-01,Oil,0.05404,mill_sm3
BRAGE,2023-09-01,Oil,0.05392,mill_sm3
BRAGE,2023-10-01,Oil,0.05636,mill_sm3
BRAGE,2023-11-01,Oil,0.1025,mill_sm3
BRAGE,2023-12-01,Oil,0.07866,mill_sm3
BRAGE,2024-01-01,Oil,0.0751,mill_sm3
BRAGE,2024-02-01,Oil,0.06182,mill_sm3
BRAGE,2024-03-01,Oil,0.06926,mill_sm3
BRAGE,2024-04-01,Oil,0.06165,mill_sm3
BRAGE,2024-05-01,Oil,0.06512,mill_sm3
BRAGE,2024-06-01,Oil,0.06432,mill_sm3
BRAGE,2024-07-01,Oil,0.0736,mill_sm3
BRAGE,2024-08-01,Oil,0.06847,mill_sm3
BRAGE,2024-09-01,Oil,0.0667,mill_sm3
BRAGE,2024-10-01,Oil,0.06192,mill_sm3
BRAGE,2024-11-01,Oil,0.05997,mill_sm3
BRAGE,2024-12-01,Oil,0.07527,mill_sm3
BRAGE,2025-01-01,Oil,0.0637,mill_sm3
BRAGE,2025-02-01,Oil,0.06104,mill_sm3
BRAGE,2025-03-01,Oil,0.06637,mill_sm3
BRAGE,2025-04-01,Oil,0.05953,mill_sm3
BRAGE,2025-05-01,Oil,0.06298,mill_sm3
BREIDABLIKK,2023-10-01,Oil,0.03424,mill_sm3
BREIDABLIKK,2023-11-01,Oil,0.17755,mill_sm3
BREIDABLIKK,2023-12-01,Oil,0.14696,mill_sm3
BREIDABLIKK,2024-01-01,Oil,0.28971,mill_sm3
BREIDABLIKK,2024-02-01,Oil,0.2884,mill_sm3
BREIDABLIKK,2024-03-01,Oil,0.25445,mill_sm3
BREIDABLIKK,2024-04-01,Oil,0.28853,mill_sm3
BREIDABLIKK,2024-05-01,Oil,0.27986,mill_sm3
BREIDABLIKK,2024-06-01,Oil,0.2135,mill_sm3
BREIDABLIKK,2024-07-01,Oil,0.2652,mill_sm3
BREIDABLIKK,2024-08-01,Oil,0.22875,mill_sm3
BREIDABLIKK,2024-09-01,Oil,0.28221,mill_sm3
BREIDABLIKK,2024-10-01,Oil,0.34097,mill_sm3
BREIDABLIKK,2024-11-01,Oil,0.3461,mill_sm3
BREIDABLIKK,2024-12-01,Oil,0.31228,mill_sm3
BREIDABLIKK,2025-01-01,Oil,0.33483,mill_sm3
BREIDABLIKK,2025-02-01,Oil,0.36886,mill_sm3
BREIDABLIKK,2025-03-01,Oil,0.38567,mill_sm3
BREIDABLIKK,2025-04-01,Oil,0.39181,mill_sm3
BREIDABLIKK,2025-05-01,Oil,0.40722,mill_sm3
BRYNHILD,2014-12-01,Oil,0.00875,mill_sm3
BRYNHILD,2015-01-01,Oil,0.00825,mill_sm3
BRYNHILD,2015-03-01,Oil,0.04006,mill_sm3
BRYNHILD,2015-04-01,Oil,0.00744,mill_sm3
BRYNHILD,2015-05-01,Oil,0.02805,mill_sm3
BRYNHILD,2015-06-01,Oil,0.01837,mill_sm3
BRYNHILD,2015-07-01,Oil,0.03516,mill_sm3
BRYNHILD,2015-08-01,Oil,0.02854,mill_sm3
BRYNHILD,2015-09-01,Oil,0.03762,mill_sm3
BRYNHILD,2015-10-01,Oil,0.00782,mill_sm3
BRYNHILD,2015-11-01,Oil,0.0346,mill_sm3
BRYNHILD,2015-12-01,Oil,0.02745,mill_sm3
BRYNHILD,2016-01-01,Oil,0.02284,mill_sm3
BRYNHILD,2016-02-01,Oil,0.01915,mill_sm3
BRYNHILD,2016-03-01,Oil,0.0017,mill_sm3
BRYNHILD,2016-04-01,Oil,0.00955,mill_sm3
BRYNHILD,2016-05-01,Oil,0.01892,mill_sm3
BRYNHILD,2016-06-01,Oil,0.00174,mill_sm3
BRYNHILD,2016-07-01,Oil,0.01985,mill_sm3
BRYNHILD,2016-08-01,Oil,0.01864,mill_sm3
BRYNHILD,2016-09-01,Oil,0.00944,mill_sm3
BRYNHILD,2016-10-01,Oil,0.0086,mill_sm3
BRYNHILD,2016-11-01,Oil,0.01978,mill_sm3
BRYNHILD,2016-12-01,Oil,0.01573,mill_sm3
BRYNHILD,2017-01-01,Oil,0.01168,mill_sm3
BRYNHILD,2017-02-01,Oil,0.01197,mill_sm3
BRYNHILD,2017-03-01,Oil,0.00955,mill_sm3
BRYNHILD,2017-04-01,Oil,0.01341,mill_sm3
BRYNHILD,2017-05-01,Oil,0.00594,mill_sm3
BRYNHILD,2017-06-01,Oil,0.01532,mill_sm3
BRYNHILD,2017-07-01,Oil,0.00722,mill_sm3
BRYNHILD,2017-11-01,Oil,0.00034,mill_sm3
BRYNHILD,2018-01-01,Oil,0.00164,mill_sm3
BYRDING,2017-07-01,Oil,0.01954,mill_sm3
BYRDING,2017-08-01,Oil,0.03897,mill_sm3
BYRDING,2017-09-01,Oil,0.02308,mill_sm3
BYRDING,2017-10-01,Oil,0.01563,mill_sm3
BYRDING,2017-11-01,Oil,0.02328,mill_sm3
BYRDING,2017-12-01,Oil,0.03045,mill_sm3
BYRDING,2018-01-01,Oil,0.02914,mill_sm3
BYRDING,2018-02-01,Oil,0.02464,mill_sm3
BYRDING,2018-03-01,Oil,0.02405,mill_sm3
BYRDING,2018-04-01,Oil,0.02292,mill_sm3
BYRDING,2018-05-01,Oil,0.02493,mill_sm3
BYRDING,2018-06-01,Oil,0.0256,mill_sm3
BYRDING,2018-07-01,Oil,0.02533,mill_sm3
BYRDING,2018-08-01,Oil,0.02118,mill_sm3
BYRDING,2018-09-01,Oil,0.00361,mill_sm3
BYRDING,2018-10-01,Oil,0.0236,mill_sm3
BYRDING,2018-11-01,Oil,0.01875,mill_sm3
BYRDING,2018-12-01,Oil,0.02668,mill_sm3
BYRDING,2019-01-01,Oil,0.02292,mill_sm3
BYRDING,2019-02-01,Oil,0.01874,mill_sm3
BYRDING,2019-03-01,Oil,0.01979,mill_sm3
BYRDING,2019-04-01,Oil,0.02147,mill_sm3
BYRDING,2019-05-01,Oil,0.01619,mill_sm3
BYRDING,2019-06-01,Oil,0.01129,mill_sm3
BYRDING,2019-07-01,Oil,0.01375,mill_sm3
BYRDING,2019-08-01,Oil,0.01437,mill_sm3
BYRDING,2019-09-01,Oil,0.01643,mill_sm3
BYRDING,2019-10-01,Oil,0.01134,mill_sm3
BYRDING,2019-11-01,Oil,0.0141,mill_sm3
BYRDING,2019-12-01,Oil,0.01719,mill_sm3
