field,date,product,volume,unit
STATFJORD ØST,2023-11-01,Oil,0.01301,mill_sm3
STATFJORD ØST,2023-12-01,Oil,0.01499,mill_sm3
STATFJORD ØST,2024-01-01,Oil,0.01546,mill_sm3
STATFJORD ØST,2024-02-01,Oil,0.01478,mill_sm3
STATFJORD ØST,2024-03-01,Oil,0.01836,mill_sm3
STATFJORD ØST,2024-04-01,Oil,0.02993,mill_sm3
STATFJORD ØST,2024-05-01,Oil,0.0354,mill_sm3
STATFJORD ØST,2024-06-01,Oil,0.03122,mill_sm3
STATFJORD ØST,2024-07-01,Oil,0.05042,mill_sm3
STATFJORD ØST,2024-08-01,Oil,0.05518,mill_sm3
STATFJORD ØST,2024-09-01,Oil,0.04395,mill_sm3
STATFJORD ØST,2024-10-01,Oil,0.04486,mill_sm3
STATFJORD ØST,2024-11-01,Oil,0.04232,mill_sm3
STATFJORD ØST,2024-12-01,Oil,0.03408,mill_sm3
STATFJORD ØST,2025-01-01,Oil,0.03512,mill_sm3
STATFJORD ØST,2025-02-01,Oil,0.02777,mill_sm3
STATFJORD ØST,2025-03-01,Oil,0.03476,mill_sm3
STATFJORD ØST,2025-04-01,Oil,0.03244,mill_sm3
SVALIN,2014-03-01,Oil,0.00922,mill_sm3
SVALIN,2014-04-01,Oil,0.09989,mill_sm3
SVALIN,2014-05-01,Oil,0.03129,mill_sm3
SVALIN,2014-06-01,Oil,0.08124,mill_sm3
SVALIN,2014-07-01,Oil,0.08561,mill_sm3
SVALIN,2014-08-01,Oil,0.08234,mill_sm3
SVALIN,2014-09-01,Oil,0.12352,mill_sm3
SVALIN,2014-10-01,Oil,0.17129,mill_sm3
SVALIN,2014-11-01,Oil,0.16716,mill_sm3
SVALIN,2014-12-01,Oil,0.16361,mill_sm3
SVALIN,2015-01-01,Oil,0.18103,mill_sm3
SVALIN,2015-02-01,Oil,0.16111,mill_sm3
SVALIN,2015-03-01,Oil,0.16265,mill_sm3
SVALIN,2015-04-01,Oil,0.1607,mill_sm3
SVALIN,2015-05-01,Oil,0.15222,mill_sm3
SVALIN,2015-06-01,Oil,0.16607,mill_sm3
SVALIN,2015-07-01,Oil,0.18876,mill_sm3
SVALIN,2015-08-01,Oil,0.17533,mill_sm3
SVALIN,2015-09-01,Oil,0.17094,mill_sm3
SVALIN,2015-10-01,Oil,0.13312,mill_sm3
SVALIN,2015-11-01,Oil,0.15203,mill_sm3
SVALIN,2015-12-01,Oil,0.15671,mill_sm3
SVALIN,2016-01-01,Oil,0.13658,mill_sm3
SVALIN,2016-02-01,Oil,0.1377,mill_sm3
SVALIN,2016-03-01,Oil,0.13071,mill_sm3
SVALIN,2016-04-01,Oil,0.1202,mill_sm3
SVALIN,2016-05-01,Oil,0.11685,mill_sm3
SVALIN,2016-06-01,Oil,0.10203,mill_sm3
SVALIN,2016-07-01,Oil,0.10786,mill_sm3
SVALIN,2016-08-01,Oil,0.1199,mill_sm3
SVALIN,2016-09-01,Oil,0.09691,mill_sm3
SVALIN,2016-10-01,Oil,0.10708,mill_sm3
SVALIN,2016-11-01,Oil,0.10111,mill_sm3
SVALIN,2016-12-01,Oil,0.10447,mill_sm3
SVALIN,2017-01-01,Oil,0.0829,mill_sm3
SVALIN,2017-02-01,Oil,0.08429,mill_sm3
SVALIN,2017-03-01,Oil,0.08926,mill_sm3
SVALIN,2017-04-01,Oil,0.08223,mill_sm3
SVALIN,2017-05-01,Oil,0.08997,mill_sm3
SVALIN,2017-06-01,Oil,0.06462,mill_sm3
SVALIN,2017-07-01,Oil,0.09618,mill_sm3
SVALIN,2017-08-01,Oil,0.08625,mill_sm3
SVALIN,2017-09-01,Oil,0.08379,mill_sm3
SVALIN,2017-10-01,Oil,0.076,mill_sm3
SVALIN,2017-11-01,Oil,0.07786,mill_sm3
SVALIN,2017-12-01,Oil,0.07301,mill_sm3
SVALIN,2018-01-01,Oil,0.06644,mill_sm3
SVALIN,2018-02-01,Oil,0.05679,mill_sm3
SVALIN,2018-03-01,Oil,0.07081,mill_sm3
SVALIN,2018-04-01,Oil,0.07327,mill_sm3
SVALIN,2018-05-01,Oil,0.01441,mill_sm3
SVALIN,2018-06-01,Oil,0.07928,mill_sm3
SVALIN,2018-07-01,Oil,0.06661,mill_sm3
SVALIN,2018-08-01,Oil,0.07387,mill_sm3
SVALIN,2018-09-01,Oil,0.06723,mill_sm3
SVALIN,2018-10-01,Oil,0.06676,mill_sm3
SVALIN,2018-11-01,Oil,0.05418,mill_sm3
SVALIN,2018-12-01,Oil,0.04175,mill_sm3
SVALIN,2019-02-01,Oil,0.04906,mill_sm3
SVALIN,2019-03-01,Oil,0.05177,mill_sm3
SVALIN,2019-04-01,Oil,0.05147,mill_sm3
SVALIN,2019-05-01,Oil,0.05375,mill_sm3
SVALIN,2019-06-01,Oil,0.03399,mill_sm3
SVALIN,2019-07-01,Oil,0.04866,mill_sm3
SVALIN,2019-08-01,Oil,0.04997,mill_sm3
SVALIN,2019-09-01,Oil,0.04243,mill_sm3
SVALIN,2019-10-01,Oil,0.05583,mill_sm3
SVALIN,2019-11-01,Oil,0.0261,mill_sm3
SVALIN,2019-12-01,Oil,0.0429,mill_sm3
SVALIN,2020-01-01,Oil,0.03249,mill_sm3
SVALIN,2020-02-01,Oil,0.03668,mill_sm3
SVALIN,2020-03-01,Oil,0.03727,mill_sm3
SVALIN,2020-04-01,Oil,0.04407,mill_sm3
SVALIN,2020-05-01,Oil,0.04242,mill_sm3
SVALIN,2020-06-01,Oil,0.03816,mill_sm3
SVALIN,2020-07-01,Oil,0.04095,mill_sm3
SVALIN,2020-08-01,Oil,0.04558,mill_sm3
SVALIN,2020-09-01,Oil,0.04143,mill_sm3
SVALIN,2020-10-01,Oil,0.04122,mill_sm3
SVALIN,2020-11-01,Oil,0.03689,mill_sm3
SVALIN,2020-12-01,Oil,0.04285,mill_sm3
SVALIN,2021-01-01,Oil,0.03658,mill_sm3
SVALIN,2021-02-01,Oil,0.04427,mill_sm3
SVALIN,2021-03-01,Oil,0.03331,mill_sm3
SVALIN,2021-04-01,Oil,0.04155,mill_sm3
SVALIN,2021-05-01,Oil,0.0366,mill_sm3
SVALIN,2021-06-01,Oil,0.03732,mill_sm3
SVALIN,2021-07-01,Oil,0.04059,mill_sm3
SVALIN,2021-08-01,Oil,0.03723,mill_sm3
SVALIN,2021-09-01,Oil,0.03947,mill_sm3
SVALIN,2021-10-01,Oil,0.03822,mill_sm3
SVALIN,2021-11-01,Oil,0.03498,mill_sm3
SVALIN,2021-12-01,Oil,0.03331,mill_sm3
SVALIN,2022-01-01,Oil,0.04242,mill_sm3
SVALIN,2022-02-01,Oil,0.04227,mill_sm3
SVALIN,2022-03-01,Oil,0.04434,mill_sm3
SVALIN,2022-04-01,Oil,0.04501,mill_sm3
SVALIN,2022-07-01,Oil,0.07869,mill_sm3
SVALIN,2022-08-01,Oil,0.03908,mill_sm3
SVALIN,2022-09-01,Oil,0.04981,mill_sm3
SVALIN,2022-10-01,Oil,0.0388,mill_sm3
SVALIN,2022-11-01,Oil,0.042,mill_sm3
SVALIN,2022-12-01,Oil,0.04661,mill_sm3
SVALIN,2023-01-01,Oil,0.04591,mill_sm3
SVALIN,2023-02-01,Oil,0.03749,mill_sm3
SVALIN,2023-03-01,Oil,0.04459,mill_sm3
SVALIN,2023-04-01,Oil,0.03844,mill_sm3
SVALIN,2023-05-01,Oil,0.04069,mill_sm3
SVALIN,2023-06-01,Oil,0.03696,mill_sm3
SVALIN,2023-07-01,Oil,0.04271,mill_sm3
SVALIN,2023-08-01,Oil,0.04247,mill_sm3
SVALIN,2023-09-01,Oil,0.04572,mill_sm3
SVALIN,2023-10-01,Oil,0.04984,mill_sm3
SVALIN,2023-11-01,Oil,0.04772,mill_sm3
SVALIN,2023-12-01,Oil,0.02041,mill_sm3
SVALIN,2024-01-01,Oil,0.03602,mill_sm3
SVALIN,2024-02-01,Oil,0.0294,mill_sm3
SVALIN,2024-03-01,Oil,0.02965,mill_sm3
SVALIN,2024-04-01,Oil,0.02754,mill_sm3
SVALIN,2024-05-01,Oil,0.03213,mill_sm3
SVALIN,2024-06-01,Oil,0.02198,mill_sm3
SVALIN,2024-07-01,Oil,0.02046,mill_sm3
SVALIN,2024-08-01,Oil,0.0049,mill_sm3
SVALIN,2024-09-01,Oil,0.01506,mill_sm3
SVALIN,2024-10-01,Oil,0.01338,mill_sm3
SVALIN,2024-11-01,Oil,0.05942,mill_sm3
SVALIN,2024-12-01,Oil,0.05362,mill_sm3
SVALIN,2025-01-01,Oil,0.04444,mill_sm3
SVALIN,2025-02-01,Oil,0.05114,mill_sm3
SVALIN,2025-03-01,Oil,0.04828,mill_sm3
SVALIN,2025-04-01,Oil,0.04282,mill_sm3
SYGNA,2000-08-01,Oil,0.10477,mill_sm3
SYGNA,2000-09-01,Oil,0.09463,mill_sm3
SYGNA,2000-10-01,Oil,0.11359,mill_sm3
SYGNA,2000-11-01,Oil,0.1247,mill_sm3
SYGNA,2000-12-01,Oil,0.20474,mill_sm3
SYGNA,2001-01-01,Oil,0.21706,mill_sm3
SYGNA,2001-02-01,Oil,0.20075,mill_sm3
SYGNA,2001-03-01,Oil,0.22606,mill_sm3
SYGNA,2001-04-01,Oil,0.21275,mill_sm3
SYGNA,2001-05-01,Oil,0.22018,mill_sm3
SYGNA,2001-06-01,Oil,0.21135,mill_sm3
SYGNA,2001-07-01,Oil,0.2202,mill_sm3
SYGNA,2001-08-01,Oil,0.2127,mill_sm3
SYGNA,2001-09-01,Oil,0.20706,mill_sm3
SYGNA,2001-10-01,Oil,0.20634,mill_sm3
SYGNA,2001-11-01,Oil,0.20035,mill_sm3
SYGNA,2001-12-01,Oil,0.21505,mill_sm3
SYGNA,2002-01-01,Oil,0.1854,mill_sm3
SYGNA,2002-02-01,Oil,0.16921,mill_sm3
SYGNA,2002-03-01,Oil,0.19455,mill_sm3
SYGNA,2002-04-01,Oil,0.17365,mill_sm3
SYGNA,2002-05-01,Oil,0.18256,mill_sm3
SYGNA,2002-06-01,Oil,0.16589,mill_sm3
SYGNA,2002-07-01,Oil,0.16653,mill_sm3
SYGNA,2002-08-01,Oil,0.04769,mill_sm3
SYGNA,2002-09-01,Oil,0.15435,mill_sm3
SYGNA,2002-10-01,Oil,0.12044,mill_sm3
SYGNA,2002-11-01,Oil,0.12665,mill_sm3
SYGNA,2002-12-01,Oil,0.12624,mill_sm3
SYGNA,2003-01-01,Oil,0.12644,mill_sm3
SYGNA,2003-02-01,Oil,0.10962,mill_sm3
SYGNA,2003-03-01,Oil,0.16025,mill_sm3
SYGNA,2003-04-01,Oil,0.15855,mill_sm3
SYGNA,2003-05-01,Oil,0.15688,mill_sm3
SYGNA,2003-06-01,Oil,0.14449,mill_sm3
SYGNA,2003-07-01,Oil,0.14108,mill_sm3
SYGNA,2003-08-01,Oil,0.13921,mill_sm3
SYGNA,2003-09-01,Oil,0.12489,mill_sm3
SYGNA,2003-10-01,Oil,0.13592,mill_sm3
SYGNA,2003-11-01,Oil,0.13143,mill_sm3
SYGNA,2003-12-01,Oil,0.10928,mill_sm3
SYGNA,2004-01-01,Oil,0.12307,mill_sm3
